"group_key","anchor","tables","k","items_total","items_min","n_min","n_max","same_n","cells_est","eligible","score"
"doi:10.1371/journal.pone.0249815","daiku_2021_lying_frequency","daiku_2021_lying_frequency|daiku_2021_dirty_dozen|daiku_2021_lie_scale",3,25,3,305,305,TRUE,7625,TRUE,5.31763317268012
"doi:10.1371/journal.pone.0330447","liu_2025_mlq","liu_2025_mlq|liu_2025_learning_motivation|liu_2025_positive_cognition",3,37,9,345,345,TRUE,12765,TRUE,5.29115242840661
"doi:10.1016/j.mhp.2023.200259","gilbert_meta_67","gilbert_meta_67|gilbert_meta_65|gilbert_meta_66",3,28,4,281,281,TRUE,7868,TRUE,5.26203965323841
"doi:10.51561/cspsych.68.1.30","APFCompact_Ptacek_2024_SWLS","APFCompact_Ptacek_2024_SWLS|APFCompact_Ptacek_2024_DASS-21|APFCompact_Ptacek_2024_AAQ_II",3,33,5,299,299,TRUE,9867,TRUE,5.25567118832443
"doi:10.3389/fpsyg.2022.1014794.s001","chen2022_cls","chen2022_cls|chen2022_ses|chen2022_sasc",3,40,10,303,303,TRUE,12120,TRUE,5.21477596183564
"doi:10.17605/OSF.IO/G5BK4","RvKDCS_Romiacg_Miroshnik_2020_KDOCS","RvKDCS_Romiacg_Miroshnik_2020_KDOCS|RvKDCS_Romiacg_Miroshnik_2020_CBI|RvKDCS_Romiacg_Miroshnik_2020_BFI",3,121,11,1011,1011,TRUE,122331,TRUE,5.19808448892433
"doi:10.1371/journal.pone.0256636","zamzuri_2021_rpap_risk_perception","zamzuri_2021_rpap_risk_perception|zamzuri_2021_rpap_practice|zamzuri_2021_rpap_attitude",3,35,10,253,253,TRUE,8855,TRUE,5.16978718784249
"doi:10.1371/journal.pone.0278921","kim_2023_gad7","kim_2023_gad7|kim_2023_pss10|kim_2023_phq9",3,26,7,202,202,TRUE,5252,TRUE,5.13201803611329
"doi:10.1371/journal.pone.0316656","hpwt_bayona_2025_jobsatisfaction","hpwt_bayona_2025_jobsatisfaction|hpwt_bayona_2025_workcharacteristics|hpwt_bayona_2025_jobperformance",3,86,4,504,504,TRUE,43344,TRUE,5.12909720311219
"doi:https://doi.org/10.1371/journal.pone.0342855","wu2026_liking","wu2026_liking|wu2026_typical|wu2026_novel",3,30,10,200,200,TRUE,6000,TRUE,5.10102999566398
"doi:10.1371/journal.pone.0276803","odachi_2022_fear_covid19","odachi_2022_fear_covid19|odachi_2022_hads|odachi_2022_bfs",3,81,7,417,417,TRUE,33777,TRUE,5.08013605497376
"doi:10.1027/1015-5759/a000685","AOMT_BR_SF_EDPANAB_Geiger_2021_AOT","AOMT_BR_SF_EDPANAB_Geiger_2021_AOT|AOMT_BR_SF_EDPANAB_Geiger_2021_RF|AOMT_BR_SF_EDPANAB_Geiger_2021_BRS",3,62,14,286,286,TRUE,17732,TRUE,5.04303269979571
"doi:10.1371/journal.pone.0278165","romadlon_2022_facit","romadlon_2022_facit|romadlon_2022_bdi|romadlon_2022_mfi20",3,54,13,200,200,TRUE,10800,TRUE,4.94102999566398
"doi:10.1371/journal.pone.0256283","valverdeberrocoso_2021_sqd","valverdeberrocoso_2021_sqd|valverdeberrocoso_2021_tictip|valverdeberrocoso_2021_learning_design",3,74,22,251,251,TRUE,18574,TRUE,4.90634038814771
"bib:@misc{ENUSC,
  title = {Encuesta Nacional Urbana de Seguridad Ciudadana (ENUSC)},
  howpublished = {\url{https://www.ine.gob.cl/estadisticas-por-tema/sociedad-y-condiciones-de-vida/seguridad-ciudadana}},
  note = {Accessed: 2023-10-01}
}","chile_2024_safety_bankfraud","chile_2024_safety_bankfraud|chile_2024_safety_identitytheftcharacterization|chile_2024_safety_safety|chile_2024_safety_surprise|chile_2024_safety_bribes|chile_2024_safety_banking|chile_2024_safety_municipal|chile_2024_safety_disturbances|chile_2024_safety_hacking|chile_2024_safety_dwellingburglary|chile_2024_safety_fear|chile_2024_safety_theft|chile_2024_safety_dwelling|chile_2024_safety_surpriserobbery|chile_2024_safety_theftcharacterization|chile_2024_safety_assault|chile_2024_safety_hackingcharacterization|chile_2024_safety_threats|chile_2024_safety_vehicle|chile_2024_safety_vehicletheft|chile_2024_safety_harassmentcharacterization|chile_2024_safety_aggression|chile_2024_safety_cyberbullying|chile_2024_safety_threatscharacterization|chile_2024_safety_violence|chile_2024_safety_identity|chile_2024_safety_carabineros|chile_2024_safety_victimization_malwarecharacterization|chile_2024_safety_trust|chile_2024_safety_vehiclevandalism|chile_2024_safety_scam|chile_2024_safety_cyberbullyingcharacterization|chile_2024_safety_extortioncharacterization|chile_2024_safety_vehiclecharacterization|chile_2024_safety_malicious|chile_2024_safety_context|chile_2024_safety_programs|chile_2024_safety_violentrobbery|chile_2024_safety_dwellingvandalism|chile_2024_safety_knowledge|chile_2024_safety_scamcharacterization|chile_2024_safety_extortion",42,278,3,24472,24472,TRUE,6803216,FALSE,44.5353361306433
"doi:10.1037/pspp0000539","sun_2025_morality_study2_prelationships","sun_2025_morality_study2_prelationships|sun_2025_morality_study3_fairnessMCQ|sun_2025_morality_study3_compassion|sun_2025_morality_study3_neuroticism|sun_2025_morality_study3_extraversion|sun_2025_morality_study3_costofmorality|sun_2025_morality_study2_pemotion|sun_2025_morality_study3_dependability|sun_2025_morality_study3_moralratings|sun_2025_morality_study1_nemotion|sun_2025_morality_study1_meaning|sun_2025_morality_study3_fairnessHEXACO|sun_2025_morality_study2_colleagueclose|sun_2025_morality_study2_colleaguetrust|sun_2025_morality_study1_compassion|sun_2025_morality_study2_colleagueknow|sun_2025_morality_study3_meaning|sun_2025_morality_study3_respectfulness|sun_2025_morality_study1_honesty|sun_2025_morality_study3_honesty|sun_2025_morality_study2_peoplelike|sun_2025_morality_study1_respectfulness|sun_2025_morality_study1_prelationships|sun_2025_morality_study3_nemotion|sun_2025_morality_study1_loyalty|sun_2025_morality_study2_peopletrust|sun_2025_morality_study1_fairnessHEXACO|sun_2025_morality_study3_pemotion|sun_2025_morality_study3_openness|sun_2025_morality_study2_meaning|sun_2025_morality_study2_colleaguelike|sun_2025_morality_study3_generalmorality|sun_2025_morality_study3_loyalty|sun_2025_morality_study3_benevolence|sun_2025_morality_study2_nemotion|sun_2025_morality_study2_colleaguerespect|sun_2025_morality_study1_pemotion|sun_2025_morality_study2_informant-moral-character|sun_2025_morality_study1_fairnessMCQ|sun_2025_morality_study2_self-moral-character|sun_2025_morality_study1_dependability|sun_2025_morality_study2_peoplerespect|sun_2025_morality_study1_morality",43,297,2,437,711,FALSE,173969,FALSE,43.6604814369704
"doi:10.46814/lajdv3n5-018","enem_2013_1mil_mt","enem_2013_1mil_mt|enem_2021_1mil_mt|enem_2018_1mil_mt|enem_2013_1mil_lc|enem_2016_1mil_ch|enem_2017_1mil_cn|enem_2015_1mil_mt|enem_2021_1mil_lc|enem_2019_1mil_mt|enem_2022_1mil_ch|enem_2018_1mil_lc|enem_2020_1mil_ch|enem_2021_1mil_ch|enem_2022_1mil_mt|enem_2021_1mil_cn|enem_2019_1mil_cn|enem_2022_1mil_cn|enem_2022_1mil_lc|enem_2020_1mil_cn|enem_2015_1mil_lc|enem_2013_1mil_cn|enem_2015_1mil_cn|enem_2017_1mil_lc|enem_2020_1mil_mt|enem_2017_1mil_ch|enem_2020_1mil_lc|enem_2016_1mil_cn|enem_2014_1mil_cn|enem_2014_1mil_ch|enem_2016_1mil_lc|enem_2017_1mil_mt|enem_2014_1mil_lc|enem_2019_1mil_lc|enem_2016_1mil_mt|enem_2015_1mil_ch|enem_2019_1mil_ch|enem_2018_1mil_cn|enem_2018_1mil_ch|enem_2013_1mil_ch|enem_2014_1mil_mt",40,3335,40,989950,1e+06,FALSE,3334164940,FALSE,23.7622799266456
"doi:10.1037/xge0001799","pezzuti_2025_coolpeople_main_tight_USA_Chile","pezzuti_2025_coolpeople_main_tight_USA_Chile|pezzuti_2025_coolpeople_benevolent|pezzuti_2025_coolpeople_main_powerdistance_USA_Chile|pezzuti_2025_coolpeople_main_collectivism_Mexico_Chile|pezzuti_2025_coolpeople_main_materialism_Chile|pezzuti_2025_coolpeople_main_nfc|pezzuti_2025_coolpeople_warm|pezzuti_2025_coolpeople_autonomous|pezzuti_2025_coolpeople_main_big5_SouthKorea|pezzuti_2025_coolpeople_main_collectivism_USA|pezzuti_2025_coolpeople_hedonistic|pezzuti_2025_coolpeople_secure|pezzuti_2025_coolpeople_traditional|pezzuti_2025_coolpeople_single-items|pezzuti_2025_coolpeople_adventurous|pezzuti_2025_coolpeople_powerful|pezzuti_2025_coolpeople_main_trendy_USA|pezzuti_2025_coolpeople_main_individualism_USA|pezzuti_2025_coolpeople_main_uncertaintyavoidance_USA_Chile|pezzuti_2025_coolpeople_main_masculinity_Chile|pezzuti_2025_coolpeople_conforming|pezzuti_2025_coolpeople_capable",22,130,4,206,5656,FALSE,357566,FALSE,23.4472005537025
"doi:10.3758/s13428-025-02743-x","peters_2025_nrm_desc_behavior","peters_2025_nrm_desc_behavior|peters_2025_si_intention|peters_2025_nrm_inj_approval|peters_2025_si_trigger|peters_2025_gen_risk_strength|peters_2025_pbc_cond_presence|peters_2025_pbc_cond_power|peters_2025_work_precautions|peters_2025_gnrc_beliefs|peters_2025_hw_intensity|peters_2025_si_current|peters_2025_nrm_desc_ident|peters_2025_pbc_skill_import|peters_2025_hw_frequency|peters_2025_att_exp_eval|peters_2025_att_exp_strength|peters_2025_att_instr_strength|peters_2025_gen_risk_eval|peters_2025_ciberlite|peters_2025_nrm_inj_motivation|peters_2025_pbc_skill_prob|peters_2025_att_instr_eval",22,300,2,2110,75012,FALSE,8769108,FALSE,23.3242824552977
"doi:10.1371/journal.pone.0312338","jiang_2024_psychosc","jiang_2024_psychosc|jiang_2024_ptsacc|jiang_2024_ptsexp|jiang_2024_cistudsi|jiang_2024_ciactivel|jiang_2024_thracademd|jiang_2024_growthm|jiang_2024_ptsinv|jiang_2024_instituinteg|jiang_2024_thrsocialc|jiang_2024_sensewb|jiang_2024_commitsw|jiang_2024_cisuppenv|jiang_2024_institutionr|jiang_2024_ciacadec|jiang_2024_thrpositivep|jiang_2024_ptspr|jiang_2024_cienrichex|jiang_2024_thrdiversc|jiang_2024_spiritua|jiang_2024_threngagel",21,113,3,707,707,TRUE,79891,FALSE,23.0960860804636
"doi:10.1037/pas0001354","narcissism_schneider_2025_study2_lpfs","narcissism_schneider_2025_study2_lpfs|narcissism_schneider_2025_study1_jauk_hsns|narcissism_schneider_2025_study2_cape|narcissism_schneider_2025_study2_who|narcissism_schneider_2025_study2_ffni|narcissism_schneider_2025_study2_shs|narcissism_schneider_2025_study1_koeberl_hsns|narcissism_schneider_2025_study2_npi|narcissism_schneider_2025_study1_jauk_emotionality|narcissism_schneider_2025_study2_audit|narcissism_schneider_2025_study2_narq|narcissism_schneider_2025_study2_hsns|narcissism_schneider_2025_study1_jauk_extraversion|narcissism_schneider_2025_study2_bfi|narcissism_schneider_2025_study2_pid|narcissism_schneider_2025_study2_swls|narcissism_schneider_2025_study2_det|narcissism_schneider_2025_study2_phq|narcissism_schneider_2025_study2_pni|narcissism_schneider_2025_study2_idasii|narcissism_schneider_2025_study2_rses|narcissism_schneider_2025_study1_morf_hsns|narcissism_schneider_2025_study2_hexaco|narcissism_schneider_2025_study1_jauk_honestyhumility|narcissism_schneider_2025_study1_jauk_npi",25,403,4,3,1417,FALSE,94339,FALSE,22.790454588053
"doi:10.5334/jopd.38","eammi_grahe_2018_moa1","eammi_grahe_2018_moa1|eammi_grahe_2018_stress|eammi_grahe_2018_idea|eammi_grahe_2018_disability_identity|eammi_grahe_2018_exploit|eammi_grahe_2018_npi|eammi_grahe_2018_swb|eammi_grahe_2018_marriage_attitudes|eammi_grahe_2018_socmedia|eammi_grahe_2018_support|eammi_grahe_2018_efficacy|eammi_grahe_2018_belong|eammi_grahe_2018_physsx|eammi_grahe_2018_moa2|eammi_grahe_2018_mindful|eammi_grahe_2018_transgressions|eammi_grahe_2018_marriage_timing|eammi_grahe_2018_marriage_identity_allocation|eammi_grahe_2018_american_dream",19,188,1,1978,3182,FALSE,578441,FALSE,21.0428929539278
"doi:10.33009/ldbase.1624481381.d9ec","florida_twins_sch","florida_twins_sch|florida_twins_friends|florida_twins_grit|florida_twins_grades|florida_twins_chaos|florida_twins_media|florida_twins_hwk|florida_twins_leq|florida_twins_class|florida_twins_dbi|florida_twins_game|florida_twins_panas|florida_twins_pals|florida_twins_par|florida_twins_cads|florida_twins_nes|florida_twins_tech|florida_twins_auth|florida_twins_dweck|florida_twins_read",20,510,4,591,1356,FALSE,514789,FALSE,19.3715874808813
"bib:@misc{Survey_of_Political_Culture_ECP_2023,
  title = {Survey of Political Culture - ECP - 2023},
  howpublished = {\url{https://microdatos.dane.gov.co/index.php/catalog/822/get-microdata}},
  year = {2023}
}","colombia_2023_politics_anticorruption","colombia_2023_politics_anticorruption|colombia_2023_politics_reasons|colombia_2023_politics_wellbeing|colombia_2023_politics_hurdles|colombia_2023_politics_requisites|colombia_2023_politics_transparency|colombia_2023_politics_problems|colombia_2023_politics_registration|colombia_2023_politics_attitudes|colombia_2023_politics_discrimination|colombia_2023_politics_guarantees|colombia_2023_politics_corruption|colombia_2023_politics_confidence|colombia_2023_politics_difficulties|colombia_2023_politics_bribery",15,147,3,46392,46392,TRUE,6819624,FALSE,18.6864430957402
"doi:10.26439/persona2024.n27(2).7384","anunciacao_2025_personality_deference","anunciacao_2025_personality_deference|anunciacao_2025_personality_affiliation|anunciacao_2025_personality_succorance|anunciacao_2025_personality_autonomy|anunciacao_2025_personality_intraception|anunciacao_2025_personality_aggression|anunciacao_2025_personality_change|anunciacao_2025_personality_nurturance|anunciacao_2025_personality_persistence|anunciacao_2025_personality_dominance|anunciacao_2025_personality_achievement|anunciacao_2025_personality_order|anunciacao_2025_personality_exhibition",13,100,5,272845,272845,TRUE,27284500,FALSE,17.7692493328954
"bib:@misc{inegi2023ensu,
  title = {Encuesta Nacional de Seguridad Pública Urbana (ENSU) 2023},
  author = {{INEGI}},
  year = {2023},
  howpublished = {\url{https://www.inegi.org.mx/programas/ensu/}},
  note = {INEGI}
}","mexico_2025_q4safety_harassment","mexico_2025_q4safety_harassment|mexico_2024_q3safety_govperformance|mexico_2024_q4safety_perception|mexico_2025_q3safety_conflicts|mexico_2024_q1safety_govperformance|mexico_2025_q3safety_govperformance|mexico_2024_q4safety_harassment|mexico_2024_q2safety_perception|mexico_2024_q3safety_conflicts|mexico_2025_q1safety_conflicts|mexico_2024_q3safety_govtrust|mexico_2024_q2safety_conflicts|mexico_2024_q3safety_violence|mexico_2025_q3safety_violence|mexico_2025_q2safety_perception|mexico_2024_q1safety_govtrust",16,398,3,23439,24114,FALSE,9479068,FALSE,17.7166057456959
"doi:10.3758/s13428-023-02121-5","oxfordcovid_xue_2024_mfq","oxfordcovid_xue_2024_mfq|oxfordcovid_xue_2024_pswq_c|oxfordcovid_xue_2024_pswq_a|oxfordcovid_xue_2024_pss|oxfordcovid_xue_2024_iusc|oxfordcovid_xue_2024_swemws|oxfordcovid_xue_2024_mh|oxfordcovid_xue_2024_brs|oxfordcovid_xue_2024_gad|oxfordcovid_xue_2024_pas|oxfordcovid_xue_2024_at|oxfordcovid_xue_2024_edeq|oxfordcovid_xue_2024_bfi|oxfordcovid_xue_2024_school|oxfordcovid_xue_2024_phq|oxfordcovid_xue_2024_ua|oxfordcovid_xue_2024_rse",17,238,4,173,2248,FALSE,333822,FALSE,17.6513794364621
"doi:10.1371/journal.pone.0323811","song_2025_wwb","song_2025_wwb|song_2025_er|song_2025_sc|song_2025_sb|song_2025_au|song_2025_hu|song_2025_st|song_2025_pj|song_2025_lwb|song_2025_ac|song_2025_pwb|song_2025_ep|song_2025_fg|song_2025_co|song_2025_cs",15,55,3,485,486,FALSE,26678,FALSE,17.3190750719356
"doi:10.33009/ldbase.1620837890.bcf8","project_kids_wj_spell_grade","project_kids_wj_spell_grade|project_kids_wj_lwid_grade|project_kids_wj_pc_wave|project_kids_told_grade|project_kids_wj_lwid_wave|project_kids_wj_pc_grade|project_kids_kbit|project_kids_wj_mf|project_kids_wj_wa_wave|project_kids_ctopp|project_kids_wj_pv_grade|project_kids_wj_sa|project_kids_wj_qc|project_kids_tosrec|project_kids_wj_spell_wave|project_kids_wj_pv_wave|project_kids_wj_ap|project_kids_told_wave|project_kids_wj_wa_grade|project_kids_wj_wf|project_kids_wj_ak_wave|project_kids_wj_ak_grade|project_kids_topel",23,1238,13,76,3962,FALSE,1888864,FALSE,16.6274802589475
"bib:@misc{inegi2023ensu,
  author = {{INEGI}},
  title = {Encuesta Nacional de Seguridad Pública Urbana (ENSU) 2023},
  year = {2023},
  howpublished = {\url{https://www.inegi.org.mx/programas/ensu/}},
  note = {INEGI}
}","mexico_2024_q1safety_perception","mexico_2024_q1safety_perception|mexico_2024_q4safety_govperformance|mexico_2025_q4safety_govperformance|mexico_2025_q4safety_perception|mexico_2025_q2safety_conflicts|mexico_2024_q4safety_conflicts|mexico_2025_q3safety_perception|mexico_2025_q1safety_govtrust|mexico_2024_q3safety_perception|mexico_2025_q2safety_govperformance|mexico_2025_q2safety_harassment|mexico_2024_q1safety_conflicts|mexico_2024_q2safety_govperformance|mexico_2025_q4safety_conflicts|mexico_2025_q1safety_govperformance",15,501,3,23441,24114,FALSE,11940959,FALSE,16.0299761348724
"doi:10.1371/journal.pone.0117423","teicher_2015_mace_peer_physical","teicher_2015_mace_peer_physical|teicher_2015_mace_witness_sib|teicher_2015_mace_verbal|teicher_2015_mace_peer_verbal|teicher_2015_mace_distress_terrified|teicher_2015_mace_phys_neglect|teicher_2015_mace_witness_parent|teicher_2015_mace_nonverbal|teicher_2015_mace_sexual|teicher_2015_mace_emot_neglect|teicher_2015_mace_physical|teicher_2015_mace_distress_helpless",12,133,4,839,1051,FALSE,129183,FALSE,14.037095294162
"doi:10.1037/1040-3590.4.1.26","ffm_CSN","ffm_CSN|ffm_EST|ffm_OPN|ffm_EXT|ffm_AGR|bfi_goldberg_1992_conscientiousness|bfi_goldberg_1992_agreeableness|bfi_goldberg_1992_extraversion|bfi_goldberg_1992_neuroticism|bfi_goldberg_1992_openness_to_experience",10,100,10,19719,1015341,FALSE,51753000,FALSE,13.6282182203334
"doi:10.17605/OSF.IO/JQZBX","ALSECYPIAMH_WU_2022_SWLS","ALSECYPIAMH_WU_2022_SWLS|ALSECYPIAMH_WU_2022_NEI|ALSECYPIAMH_WU_2022_MIL|ALSECYPIAMH_WU_2022_Empathy|ALSECYPIAMH_WU_2022_SDQ|ALSECYPIAMH_WU_2022_PHQ|ALSECYPIAMH_WU_2022_CPS|ALSECYPIAMH_WU_2022_SWEMWBS|ALSECYPIAMH_WU_2022_PEI|ALSECYPIAMH_WU_2022_PIL",10,63,2,7841,9567,FALSE,514740,FALSE,13.4743714538562
"doi:10.31234/osf.io/36xkp","mhscdc_fried_2020_mindfullness","mhscdc_fried_2020_mindfullness|mhscdc_fried_2020_anger|mhscdc_fried_2020_ps|mhscdc_fried_2020_loneliness|mhscdc_fried_2020_ema|mhscdc_fried_2020_smartphone|mhscdc_fried_2020_se|mhscdc_fried_2020_dass|mhscdc_fried_2020_conscientiousness|mhscdc_fried_2020_motivation|mhscdc_fried_2020_tired|mhscdc_fried_2020_procrastination",12,138,5,79,80,FALSE,11022,FALSE,12.9776270912904
"doi:10.1371/journal.pone.0306702","sandhu_2024_pmo_q24","sandhu_2024_pmo_q24|sandhu_2024_pmo_q21|sandhu_2024_pmo_q22|sandhu_2024_pmo_q18|sandhu_2024_pmo_q26|sandhu_2024_pmo_q16|sandhu_2024_pmo_q13|sandhu_2024_pmo_q23|sandhu_2024_pmo_q32|sandhu_2024_pmo_q20|sandhu_2024_pmo_q19",11,60,3,193,260,FALSE,14248,FALSE,12.8855573090078
"doi:10.1007/s12144-020-01249-3","lys_2020_rape_3_rwa","lys_2020_rape_3_rwa|lys_2020_rape_3_sds|lys_2020_rape_1_rma|lys_2020_rape_3_cons|lys_2020_rape_3_asi|lys_2020_rape_3_sj|lys_2020_rape_2_rma|lys_2020_rape_3_diff|lys_2020_rape_3_kpnts|lys_2020_rape_2_rma_pre|lys_2020_rape_3_unjust|lys_2020_rape_3_rma",12,206,8,142,921,FALSE,87412,FALSE,12.7789550110497
"doi:10.1027/2698-1866/a000020","SABFI2_Gallardo_Pujol_2018_BFI","SABFI2_Gallardo_Pujol_2018_BFI|SABFI2_Gallardo_Pujol_2018_Narq|SABFI2_Gallardo_Pujol_2018_SWB|SABFI2_Gallardo_Pujol_2018_Constru|SABFI2_Gallardo_Pujol_2018_Trust|SABFI2_Gallardo_Pujol_2018_LOT|SABFI2_Gallardo_Pujol_2018_Micro|SABFI2_Gallardo_Pujol_2018_Honest|SABFI2_Gallardo_Pujol_2018_IntHapp|SABFI2_Gallardo_Pujol_2018_ReligionScale|SABFI2_Gallardo_Pujol_2018_Tight",11,142,4,419,1419,FALSE,119498,FALSE,12.6755473562996
"doi:10.1371/journal.pone.0170225","wolf_2017_study1_anxiety","wolf_2017_study1_anxiety|wolf_2017_study1_posaff|wolf_2017_study1_vitality|wolf_2017_study2_vitality_post|wolf_2017_study2_video_liking|wolf_2017_study2_nature_connect|wolf_2017_study2_posaff_pre|wolf_2017_study2_anxiety_post|wolf_2017_study2_posaff_post|wolf_2017_study2_anxiety_pre|wolf_2017_study2_vitality_pre",11,85,3,140,264,FALSE,18968,FALSE,12.5794613690116
"doi:10.3758/s13428-024-02481-6","threat_isler_2024_exp1_incentive_panas","threat_isler_2024_exp1_incentive_panas|threat_isler_2024_exp2_picture_panas|threat_isler_2024_exp2_picture_crt|threat_isler_2024_exp1_incentive_crt|threat_isler_2024_exp4_cog_crt|threat_isler_2024_exp3_cog_panas|threat_isler_2024_exp1_cog_panas|threat_isler_2024_exp1_cog_crt|threat_isler_2024_exp4_cog_panas|threat_isler_2024_exp2_cog_panas|threat_isler_2024_exp2_cog_crt",11,139,1,253,2689,FALSE,137875,FALSE,12.4764538545092
"doi:10.3758/s13428-024-02480-7","idcr_martinez_2023_numSeries","idcr_martinez_2023_numSeries|idcr_martinez_2023_Story_Recall_2|idcr_martinez_2023_matches|idcr_martinez_2023_Story_Recall_3|idcr_martinez_2023_ravens|idcr_martinez_2023_raco|idcr_martinez_2023_Story_Recall_1|idcr_martinez_2023_vocab|idcr_martinez_2023_lns|idcr_martinez_2023_ps|idcr_martinez_2023_analogies|idcr_martinez_2023_info",12,319,10,230,236,FALSE,74865,FALSE,12.2350611693509
"doi:10.7910/DVN/QOO7QX","PROMISPME_Forrest_2021_LS_Proxy","PROMISPME_Forrest_2021_LS_Proxy|PROMISPME_Forrest_2021_PosAff_Proxy|PROMISPME_Forrest_2021_Physical_Proxy|PROMISPME_Forrest_2021_Physical_Children|PROMISPME_Forrest_2021_Strength_Proxy|PROMISPME_Forrest_2021_PosAff_Children|PROMISPME_Forrest_2021_Family_Children|PROMISPME_Forrest_2021_GHGlobal_Proxy|PROMISPME_Forrest_2021_GHGlobal_Children|PROMISPME_Forrest_2021_Strength_Children|PROMISPME_Forrest_2021_MP_Proxy|PROMISPME_Forrest_2021_LS_Children|PROMISPME_Forrest_2021_Psych_Children|PROMISPME_Forrest_2021_Psych_Proxy|PROMISPME_Forrest_2021_Family_Proxy|PROMISPME_Forrest_2021_MP_Children",16,1015,18,909,3854,FALSE,1944452,FALSE,12.1918972165553
"doi:10.1371/journal.pone.0259053","alsuhibani_2022_loc","alsuhibani_2022_loc|alsuhibani_2022_consp_s1|alsuhibani_2022_pads_s1|alsuhibani_2022_gcbs_extra_s2|alsuhibani_2022_sers|alsuhibani_2022_gcbs|alsuhibani_2022_pads_s2|alsuhibani_2022_ecrs_s3|alsuhibani_2022_npi_s3|alsuhibani_2022_paranoia_s3",10,117,2,449,2570,FALSE,179819,FALSE,11.8722463410033
"doi:10.5334/jopd.115","amatus_cipora_2024_bfi_n","amatus_cipora_2024_bfi_n|amatus_cipora_2024_arithmetic|amatus_cipora_2024_sdq_l|amatus_cipora_2024_amas|amatus_cipora_2024_gad|amatus_cipora_2024_tai|amatus_cipora_2024_fsmas_se|amatus_cipora_2024_pisa_me|amatus_cipora_2024_stai|amatus_cipora_2024_sdq_m",10,97,4,258,1106,FALSE,99650,FALSE,11.7649530392966
"doi:10.1371/journal.pone.0247114","dudasova_2021_cpc12","dudasova_2021_cpc12|dudasova_2021_hope|dudasova_2021_performance|dudasova_2021_social_support|dudasova_2021_engagement|dudasova_2021_positive_affect|dudasova_2021_swls|dudasova_2021_gratitude|dudasova_2021_job_satisfaction|dudasova_2021_cpc12_study3",10,100,3,202,282,FALSE,27240,FALSE,11.63868470278
"doi:10.7910/DVN/6RWH41","COACH_Chen_2022_HDRS","COACH_Chen_2022_HDRS|COACH_Chen_2022_ADL|COACH_Chen_2022_WHOQOL_BREF|COACH_Chen_2022_CSQ|COACH_Chen_2022_IADL|COACH_Chen_2022_MOS_SSS_C|COACH_Chen_2022_PHQ9|COACH_Chen_2022_SNS|COACH_Chen_2022_treatmentStigma",9,115,3,2362,2365,FALSE,271855,FALSE,11.6066132266108
"doi:10.17605/OSF.IO/R7WCX","gps_vangsness_2019","gps_vangsness_2019|aps_vangsness_2019|afps_vangsness_2019|mbps_vangsness_2019|pps_vangsness_2019|pass_vangsness_2019|tpi_vangsness_2019|aip_vangsness_2019|ips_vangsness_2019|ups_vangsness_2019",10,121,7,231,233,FALSE,28080,FALSE,11.5569453132255
"doi:10.1371/journal.pone.0146050","wang_2016_study1_authexternal","wang_2016_study1_authexternal|wang_2016_study1_authalien|wang_2016_study1_se|wang_2016_study1_relationship|wang_2016_study1_power|wang_2016_study1_authliving|wang_2016_study3_social_desirability|wang_2016_study3_power|wang_2016_study3_auth|wang_2016_study3_se",10,72,4,104,210,FALSE,11198,FALSE,11.5370333392988
"bib:@misc{inegi2023encig,
  author = {{INEGI}},
  title = {Encuesta Nacional de Calidad e Impacto Gubernamental 2023},
  howpublished = {SNIEG. Información de Interés Nacional},
  year = {2023},
  url = {https://www.inegi.org.mx/programas/encig/2023/#microdatos}
}","mexico_2023_quality_generalcorruption","mexico_2023_quality_generalcorruption|mexico_2023_quality_corruptionperception|mexico_2023_quality_highways|mexico_2023_quality_confidence|mexico_2023_quality_lightning|mexico_2023_quality_drainage|mexico_2023_quality_transportationstations",7,76,2,78896,78896,TRUE,5996096,FALSE,11.3903883185204
"doi:10.1371/journal.pone.0340449","komura_2026_mdmt_capable","komura_2026_mdmt_capable|komura_2026_gqs_perceived_intelligence|komura_2026_mdmt_ethical|komura_2026_gqs_anthropomorphism|komura_2026_gqs_perceived_safety|komura_2026_gqs_likeability|komura_2026_mdmt_sincere|komura_2026_gqs_animacy|komura_2026_mdmt_reliable",9,39,3,148,148,TRUE,5772,FALSE,10.910261715395
"doi:10.3389/fpsyg.2022.809862","algner2022_mimi16","algner2022_mimi16|algner2022_cse|algner2022_oss|algner2022_wis|algner2022_psgbi|algner2022_mimi_pool|algner2022_uwes|algner2022_sia|algner2022_tis",9,163,3,500,612,FALSE,86652,FALSE,10.6123033376694
"doi:10.5334/jopd.127","ehealth_rioux_2025_gad","ehealth_rioux_2025_gad|ehealth_rioux_2025_pci|ehealth_rioux_2025_phq|ehealth_rioux_2025_abiliti|ehealth_rioux_2025_triplep|ehealth_rioux_2025_beam|ehealth_rioux_2025_rses|ehealth_rioux_2025_rse|ehealth_rioux_2025_mssps",9,123,4,257,318,FALSE,38083,FALSE,10.5899331233313
